C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-00-00,59 ST,NQR456,BMT,12/27/2015,07:00:00,REGULAR,0005470479,0001846936                                             
A002,R051,02-00-00,59 ST,NQR456,BMT,12/28/2015,15:00:00,REGULAR,0005471564,0001847414                                             
A002,R051,02-00-00,59 ST,NQR456,BMT,12/29/2015,23:00:00,REGULAR,0005474280,0001847999                                             
A002,R051,02-00-00,59 ST,NQR456,BMT,12/31/2015,07:00:00,REGULAR,0005476100,0001848562                                             
A002,R051,02-00-00,59 ST,NQR456,BMT,01/01/2016,15:00:00,REGULAR,0005477676,0001849053                                             
A002,R051,02-00-01,59 ST,NQR456,BMT,12/26/2015,23:00:00,REGULAR,0005037029,0001100031                                             
A002,R051,02-00-01,59 ST,NQR456,BMT,12/28/2015,07:00:00,REGULAR,0005037701,0001100195                                             
A002,R051,02-00-01,59 ST,NQR456,BMT,12/29/2015,15:00:00,REGULAR,0005039540,0001100661                                             
A002,R051,02-00-01,59 ST,NQR456,BMT,12/30/2015,23:00:00,REGULAR,0005042118,0001101112                                             
A002,R051,02-00-01,59 ST,NQR456,BMT,01/01/2016,07:00:00,REGULAR,0005043344,0001101390                                             
A002,R051,02-03-00,59 ST,NQR456,BMT,12/26/2015,15:00:00,REGULAR,0000621113,0002342696                                             
A002,R051,02-03-00,59 ST,NQR456,BMT,12/27/2015,23:00:00,REGULAR,0000621642,0002344408                                             
A002,R051,02-03-00,59 ST,NQR456,BMT,12/29/2015,07:00:00,REGULAR,0000622300,0002346787                                             
A002,R051,02-03-00,59 ST,NQR456,BMT,12/30/2015,15:00:00,REGULAR,0000623115,0002350197                                             
A002,R051,02-03-00,59 ST,NQR456,BMT,12/31/2015,23:00:00,REGULAR,0000624115,0002352979                                             
A002,R051,02-03-01,59 ST,NQR456,BMT,12/26/2015,07:00:00,REGULAR,0004999536,0007893428                                             
A002,R051,02-03-01,59 ST,NQR456,BMT,12/27/2015,15:00:00,REGULAR,0005000735,0007895303                                             
A002,R051,02-03-01,59 ST,NQR456,BMT,12/28/2015,23:00:00,REGULAR,0005002628,0007898238                                             
A002,R051,02-03-01,59 ST,NQR456,BMT,12/30/2015,07:00:00,REGULAR,0005004065,0007900700                                             
A002,R051,02-03-01,59 ST,NQR456,BMT,12/31/2015,15:00:00,REGULAR,0005006038,0007904195                                             
A002,R051,02-03-01,59 ST,NQR456,BMT,01/01/2016,23:00:00,REGULAR,0005007482,0007906060                                             
A002,R051,02-03-02,59 ST,NQR456,BMT,12/27/2015,07:00:00,REGULAR,0004728443,0006521269                                             
A002,R051,02-03-02,59 ST,NQR456,BMT,12/28/2015,15:00:00,REGULAR,0004729582,0006523356                                             
A002,R051,02-03-02,59 ST,NQR456,BMT,12/29/2015,23:00:00,REGULAR,0004731929,0006525826                                             
A002,R051,02-03-02,59 ST,NQR456,BMT,12/31/2015,07:00:00,REGULAR,0004733528,0006528020                                             
A002,R051,02-03-02,59 ST,NQR456,BMT,01/01/2016,15:00:00,REGULAR,0004734929,0006529841                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,12/26/2015,23:00:00,REGULAR,0004359474,0005278761                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,12/28/2015,07:00:00,REGULAR,0004360239,0005279481                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,12/29/2015,15:00:00,REGULAR,0004362071,0005281707                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,12/30/2015,23:00:00,REGULAR,0004364495,0005283537                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/01/2016,07:00:00,REGULAR,0004365699,0005284760                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,12/26/2015,15:00:00,REGULAR,0005528043,0003060846                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,12/27/2015,23:00:00,REGULAR,0005529417,0003061248                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,12/29/2015,07:00:00,REGULAR,0005531077,0003061960                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,12/30/2015,15:00:00,REGULAR,0005533209,0003063098                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,12/31/2015,23:00:00,REGULAR,0005535698,0003063806                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,12/26/2015,07:00:00,REGULAR,0008949265,0001237888                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,12/27/2015,15:00:00,REGULAR,0008951148,0001238032                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,12/28/2015,23:00:00,REGULAR,0008954391,0001238245                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,12/30/2015,07:00:00,REGULAR,0008956969,0001238432                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,12/31/2015,15:00:00,REGULAR,0008960402,0001238703                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/01/2016,23:00:00,REGULAR,0008962758,0001238803                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,12/27/2015,07:00:00,REGULAR,0007019754,0000469126                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,12/28/2015,15:00:00,REGULAR,0007021228,0000469157                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,12/29/2015,23:00:00,REGULAR,0007024325,0000469197                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,12/31/2015,07:00:00,REGULAR,0007026567,0000469236                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/01/2016,15:00:00,REGULAR,0007028437,0000469263                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,12/26/2015,23:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,12/28/2015,07:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,12/29/2015,15:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,12/30/2015,23:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/01/2016,07:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,12/26/2015,15:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,12/27/2015,23:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,12/29/2015,07:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,12/30/2015,15:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,12/31/2015,23:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,12/26/2015,07:00:00,REGULAR,0006157628,0000138593                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,12/27/2015,15:00:00,REGULAR,0006158972,0000138630                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,12/28/2015,23:00:00,REGULAR,0006161535,0000138713                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,12/30/2015,07:00:00,REGULAR,0006163718,0000138741                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,12/31/2015,15:00:00,REGULAR,0006166728,0000138775                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/01/2016,23:00:00,REGULAR,0006168558,0000138804                                             
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,12/27/2015,05:00:00,REGULAR,0002020570,0003568512                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,12/28/2015,13:00:00,REGULAR,0002021821,0003571531                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,12/29/2015,21:00:00,REGULAR,0002025000,0003575711                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,12/31/2015,05:00:00,REGULAR,0002027184,0003578979                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/01/2016,13:00:00,REGULAR,0002028835,0003581882                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,12/26/2015,21:00:00,REGULAR,0003290188,0002154502                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,12/28/2015,05:00:00,REGULAR,0003291304,0002155138                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,12/29/2015,13:00:00,REGULAR,0003293238,0002156658                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,12/30/2015,21:00:00,REGULAR,0003296402,0002158150                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/01/2016,05:00:00,REGULAR,0003298053,0002159020                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,12/26/2015,13:00:00,REGULAR,0007188843,0003194045                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,12/27/2015,21:00:00,REGULAR,0007190264,0003194554                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,12/29/2015,05:00:00,REGULAR,0007191772,0003195156                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,12/30/2015,13:00:00,REGULAR,0007193322,0003196002                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,12/31/2015,21:00:00,REGULAR,0007195675,0003196757                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,12/26/2015,05:00:00,REGULAR,0001876960,0000705922                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,12/27/2015,13:00:00,REGULAR,0001877764,0000706214                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,12/28/2015,21:00:00,REGULAR,0001879339,0000706747                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,12/30/2015,05:00:00,REGULAR,0001880576,0000707139                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,12/31/2015,13:00:00,REGULAR,0001882066,0000707745                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/01/2016,21:00:00,REGULAR,0001883267,0000708130                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,12/27/2015,05:00:00,REGULAR,0006603224,0002929501                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,12/28/2015,13:00:00,REGULAR,0006603963,0002929953                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,12/29/2015,21:00:00,REGULAR,0006606042,0002930539                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,12/31/2015,05:00:00,REGULAR,0006607462,0002931029                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/01/2016,13:00:00,REGULAR,0006608391,0002931442                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,12/26/2015,21:00:00,REGULAR,0007720779,0003485822                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,12/28/2015,05:00:00,REGULAR,0007721657,0003486117                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,12/29/2015,13:00:00,REGULAR,0007723385,0003486912                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,12/30/2015,21:00:00,REGULAR,0007726250,0003487713                                           
A006,R079,00-03-00,5 AV/59 ST,NQR,BMT,01/01/2016,05:00:00,REGULAR,0007727366,0003488154                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,12/26/2015,13:00:00,REGULAR,0001555063,0000811568                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,12/27/2015,21:00:00,REGULAR,0001556852,0000812489                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,12/29/2015,05:00:00,REGULAR,0001558794,0000813438                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,12/30/2015,13:00:00,REGULAR,0001560841,0000815023                                           
A006,R079,00-03-01,5 AV/59 ST,NQR,BMT,12/31/2015,21:00:00,REGULAR,0001563866,0000816196                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,12/26/2015,05:00:00,REGULAR,0013193929,0013849605                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,12/27/2015,13:00:00,REGULAR,0013195496,0013851735                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,12/28/2015,21:00:00,REGULAR,0013198723,0013854192                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,12/30/2015,05:00:00,REGULAR,0013201189,0013856105                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,12/31/2015,13:00:00,REGULAR,0013204122,0013859454                                           
A006,R079,00-03-02,5 AV/59 ST,NQR,BMT,01/01/2016,21:00:00,REGULAR,0013206284,0013861043                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,12/27/2015,05:00:00,REGULAR,0000002678,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,12/28/2015,13:00:00,REGULAR,0000002680,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,12/29/2015,21:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,12/31/2015,05:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-00,5 AV/59 ST,NQR,BMT,01/01/2016,13:00:00,REGULAR,0000002681,0000000000                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,12/26/2015,21:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,12/28/2015,05:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,12/29/2015,13:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,12/30/2015,21:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-05-01,5 AV/59 ST,NQR,BMT,01/01/2016,05:00:00,REGULAR,0000000001,0000001089                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,12/26/2015,13:00:00,REGULAR,0002788629,0006167897                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,12/27/2015,21:00:00,REGULAR,0002789836,0006169817                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,12/29/2015,05:00:00,REGULAR,0002790889,0006171199                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,12/30/2015,13:00:00,REGULAR,0002791630,0006172839                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,12/31/2015,21:00:00,REGULAR,0002793301,0006174745                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,12/26/2015,05:00:00,REGULAR,0117718898,0000495335                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,12/27/2015,13:00:00,REGULAR,0117720005,0000497950                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,12/28/2015,21:00:00,REGULAR,0117722220,0000501552                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,12/30/2015,05:00:00,REGULAR,0117723819,0000504152                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,12/31/2015,13:00:00,REGULAR,0117725729,0000507739                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/01/2016,21:00:00,REGULAR,0117727867,0000510852                                           
A007,R079,01-06-02,5 AV/59 ST,NQR,BMT,12/27/2015,05:00:00,REGULAR,0003560448,0001617266                                           
A007,R079,01-06-02,5 AV/59 ST,NQR,BMT,12/28/2015,13:00:00,REGULAR,0003561737,0001617861                                           
A007,R079,01-06-02,5 AV/59 ST,NQR,BMT,12/29/2015,21:00:00,REGULAR,0003564203,0001618351                                           
A007,R079,01-06-02,5 AV/59 ST,NQR,BMT,12/31/2015,05:00:00,REGULAR,0003565761,0001618852                                           
A007,R079,01-06-02,5 AV/59 ST,NQR,BMT,01/01/2016,13:00:00,REGULAR,0003567396,0001619409                                           
A007,R079,01-06-03,5 AV/59 ST,NQR,BMT,12/26/2015,21:00:00,REGULAR,0005418924,0002191892                                           
A007,R079,01-06-03,5 AV/59 ST,NQR,BMT,12/28/2015,05:00:00,REGULAR,0005420655,0002192353                                           
A007,R079,01-06-03,5 AV/59 ST,NQR,BMT,12/29/2015,13:00:00,REGULAR,0005423201,0002193260                                           
A007,R079,01-06-03,5 AV/59 ST,NQR,BMT,12/30/2015,21:00:00,REGULAR,0005426909,0002194389                                           
A007,R079,01-06-03,5 AV/59 ST,NQR,BMT,01/01/2016,05:00:00,REGULAR,0005429276,0002195030                                           
A010,R080,00-00-00,57 ST-7 AV,NQR,BMT,12/26/2015,15:00:00,REGULAR,0000801293,0000383992                                           
A010,R080,00-00-00,57 ST-7 AV,NQR,BMT,12/27/2015,23:00:00,REGULAR,0000804565,0000385087                                           
A010,R080,00-00-00,57 ST-7 AV,NQR,BMT,12/29/2015,07:00:00,REGULAR,0000807844,0000386201                                           
A010,R080,00-00-00,57 ST-7 AV,NQR,BMT,12/30/2015,15:00:00,REGULAR,0000811920,0000387835                                           
A010,R080,00-00-00,57 ST-7 AV,NQR,BMT,12/31/2015,23:00:00,REGULAR,0000816723,0000389175                                           
A010,R080,00-00-01,57 ST-7 AV,NQR,BMT,12/26/2015,07:00:00,REGULAR,0012699128,0004718430                                           
A010,R080,00-00-01,57 ST-7 AV,NQR,BMT,12/27/2015,15:00:00,REGULAR,0012700966,0004719004                                           
A010,R080,00-00-01,57 ST-7 AV,NQR,BMT,12/28/2015,23:00:00,REGULAR,0012703740,0004719708                                           
A010,R080,00-00-01,57 ST-7 AV,NQR,BMT,12/30/2015,07:00:00,REGULAR,0012705907,0004720355                                           
A010,R080,00-00-01,57 ST-7 AV,NQR,BMT,12/31/2015,15:00:00,REGULAR,0012708655,0004721187                                           
A010,R080,00-00-01,57 ST-7 AV,NQR,BMT,01/01/2016,23:00:00,REGULAR,0012711187,0004721787                                           
A010,R080,00-00-02,57 ST-7 AV,NQR,BMT,12/27/2015,07:00:00,REGULAR,0009250882,0003589229                                           
A010,R080,00-00-02,57 ST-7 AV,NQR,BMT,12/28/2015,15:00:00,REGULAR,0009252164,0003589753                                           
A010,R080,00-00-02,57 ST-7 AV,NQR,BMT,12/29/2015,23:00:00,REGULAR,0009254416,0003590334                                           
A010,R080,00-00-02,57 ST-7 AV,NQR,BMT,12/31/2015,07:00:00,REGULAR,0009255966,0003590831                                           
A010,R080,00-00-02,57 ST-7 AV,NQR,BMT,01/01/2016,15:00:00,REGULAR,0009257760,0003591358                                           
A010,R080,00-00-03,57 ST-7 AV,NQR,BMT,12/26/2015,23:00:00,REGULAR,0002097921,0001034528                                           
A010,R080,00-00-03,57 ST-7 AV,NQR,BMT,12/28/2015,07:00:00,REGULAR,0002098595,0001034792                                           
A010,R080,00-00-03,57 ST-7 AV,NQR,BMT,12/29/2015,15:00:00,REGULAR,0002099931,0001035426                                           
A010,R080,00-00-03,57 ST-7 AV,NQR,BMT,12/30/2015,23:00:00,REGULAR,0002101575,0001035979                                           
A010,R080,00-00-03,57 ST-7 AV,NQR,BMT,01/01/2016,07:00:00,REGULAR,0002102752,0001036410                                           
A010,R080,00-00-04,57 ST-7 AV,NQR,BMT,12/26/2015,15:00:00,REGULAR,0002791187,0001362640                                           
A010,R080,00-00-04,57 ST-7 AV,NQR,BMT,12/27/2015,23:00:00,REGULAR,0002792015,0001363130                                           
A010,R080,00-00-04,57 ST-7 AV,NQR,BMT,12/29/2015,07:00:00,REGULAR,0002792814,0001363708                                           
A010,R080,00-00-04,57 ST-7 AV,NQR,BMT,12/30/2015,15:00:00,REGULAR,0002793920,0001364603                                           
A010,R080,00-00-04,57 ST-7 AV,NQR,BMT,12/31/2015,23:00:00,REGULAR,0002795215,0001365245                                           
A010,R080,00-00-05,57 ST-7 AV,NQR,BMT,12/26/2015,07:00:00,REGULAR,0010541835,0003817997                                           
A010,R080,00-00-05,57 ST-7 AV,NQR,BMT,12/27/2015,15:00:00,REGULAR,0010542812,0003818688                                           
A010,R080,00-00-05,57 ST-7 AV,NQR,BMT,12/28/2015,23:00:00,REGULAR,0010544471,0003819353                                           
A010,R080,00-00-05,57 ST-7 AV,NQR,BMT,12/30/2015,07:00:00,REGULAR,0010545593,0003820025                                           
A010,R080,00-00-05,57 ST-7 AV,NQR,BMT,12/31/2015,15:00:00,REGULAR,0010547326,0003820932                                           
A010,R080,00-00-05,57 ST-7 AV,NQR,BMT,01/01/2016,23:00:00,REGULAR,0010548623,0003821533                                           
A010,R080,00-00-06,57 ST-7 AV,NQR,BMT,12/27/2015,07:00:00,REGULAR,0015496799,0004382593                                           
A010,R080,00-00-06,57 ST-7 AV,NQR,BMT,12/28/2015,19:00:00,REGULAR,0015498665,0004383696                                           
A010,R080,00-00-06,57 ST-7 AV,NQR,BMT,12/30/2015,03:00:00,REGULAR,0015500699,0004384410                                           
A010,R080,00-00-06,57 ST-7 AV,NQR,BMT,12/31/2015,11:00:00,REGULAR,0015502663,0004385392                                           
A010,R080,00-00-06,57 ST-7 AV,NQR,BMT,01/01/2016,19:00:00,REGULAR,0015504828,0004386251                                           
A010,R080,00-00-07,57 ST-7 AV,NQR,BMT,12/27/2015,03:00:00,REGULAR,0025637407,0005212607                                           
A010,R080,00-00-07,57 ST-7 AV,NQR,BMT,12/28/2015,11:00:00,REGULAR,0025639757,0005213749                                           
A010,R080,00-00-07,57 ST-7 AV,NQR,BMT,12/29/2015,19:00:00,REGULAR,0025644964,0005214720                                           
A010,R080,00-00-07,57 ST-7 AV,NQR,BMT,12/31/2015,03:00:00,REGULAR,0025649268,0005215607                                           
A010,R080,00-00-07,57 ST-7 AV,NQR,BMT,01/01/2016,11:00:00,REGULAR,0025652475,0005216687                                           
A011,R080,01-00-00,57 ST-7 AV,NQR,BMT,12/26/2015,19:00:00,REGULAR,0888340251,0494069168                                           
A011,R080,01-00-00,57 ST-7 AV,NQR,BMT,12/28/2015,03:00:00,REGULAR,0888339391,0494067204                                           
A011,R080,01-00-00,57 ST-7 AV,NQR,BMT,12/29/2015,11:00:00,REGULAR,0888339317,0494063905                                           
A011,R080,01-00-00,57 ST-7 AV,NQR,BMT,12/30/2015,19:00:00,REGULAR,0888335506,0494060127                                           
A011,R080,01-00-00,57 ST-7 AV,NQR,BMT,01/01/2016,03:00:00,REGULAR,0888332718,0494056742                                           
A011,R080,01-00-01,57 ST-7 AV,NQR,BMT,12/26/2015,11:00:00,REGULAR,0014697521,0016692532                                           
A011,R080,01-00-01,57 ST-7 AV,NQR,BMT,12/27/2015,19:00:00,REGULAR,0014699402,0016693942                                           
A011,R080,01-00-01,57 ST-7 AV,NQR,BMT,12/29/2015,03:00:00,REGULAR,0014703279,0016695266                                           
A011,R080,01-00-01,57 ST-7 AV,NQR,BMT,12/30/2015,11:00:00,REGULAR,0014705553,0016696974                                           
A011,R080,01-00-01,57 ST-7 AV,NQR,BMT,12/31/2015,19:00:00,REGULAR,0014708314,0016698460                                           
A011,R080,01-00-02,57 ST-7 AV,NQR,BMT,12/26/2015,03:00:00,REGULAR,1560751683,1292222631                                           
A011,R080,01-00-02,57 ST-7 AV,NQR,BMT,12/27/2015,11:00:00,REGULAR,1560752552,1292223331                                           
A011,R080,01-00-02,57 ST-7 AV,NQR,BMT,12/28/2015,19:00:00,REGULAR,1560754702,1292224600                                           
A011,R080,01-00-02,57 ST-7 AV,NQR,BMT,12/30/2015,03:00:00,REGULAR,1560756625,1292225673                                           
A011,R080,01-00-02,57 ST-7 AV,NQR,BMT,12/31/2015,11:00:00,REGULAR,1560758338,1292227135                                           
A011,R080,01-00-02,57 ST-7 AV,NQR,BMT,01/01/2016,19:00:00,REGULAR,1560759977,1292228251                                           
A011,R080,01-00-03,57 ST-7 AV,NQR,BMT,12/27/2015,03:00:00,REGULAR,1661343996,1257835337                                           
A011,R080,01-00-03,57 ST-7 AV,NQR,BMT,12/28/2015,11:00:00,REGULAR,1661344966,1257834208                                           
A011,R080,01-00-03,57 ST-7 AV,NQR,BMT,12/29/2015,19:00:00,REGULAR,1661347208,1257832218                                           
A011,R080,01-00-03,57 ST-7 AV,NQR,BMT,12/31/2015,03:00:00,REGULAR,1661348989,1257830590                                           
A011,R080,01-00-03,57 ST-7 AV,NQR,BMT,01/01/2016,11:00:00,REGULAR,1661350383,1257829015                                           
A011,R080,01-00-04,57 ST-7 AV,NQR,BMT,12/26/2015,19:00:00,REGULAR,1895290107,1777747698                                           
A011,R080,01-00-04,57 ST-7 AV,NQR,BMT,12/28/2015,03:00:00,REGULAR,1895288639,1777746305                                           
A011,R080,01-00-04,57 ST-7 AV,NQR,BMT,12/29/2015,11:00:00,REGULAR,1895286683,1777743830                                           
A011,R080,01-00-04,57 ST-7 AV,NQR,BMT,12/30/2015,19:00:00,REGULAR,1895283687,1777740711                                           
A011,R080,01-00-04,57 ST-7 AV,NQR,BMT,01/01/2016,03:00:00,REGULAR,1895281547,1777738061                                           
A011,R080,01-00-05,57 ST-7 AV,NQR,BMT,12/26/2015,11:00:00,REGULAR,1224018994,1492434622                                           
A011,R080,01-00-05,57 ST-7 AV,NQR,BMT,12/27/2015,19:00:00,REGULAR,1224017091,1492432468                                           
A011,R080,01-00-05,57 ST-7 AV,NQR,BMT,12/29/2015,03:00:00,REGULAR,1224014418,1492430137                                           
A011,R080,01-00-05,57 ST-7 AV,NQR,BMT,12/30/2015,11:00:00,REGULAR,1224011972,1492427273                                           
A011,R080,01-00-05,57 ST-7 AV,NQR,BMT,12/31/2015,19:00:00,REGULAR,1224008442,1492424073                                           
A013,R081,01-00-00,49 ST,NQR,BMT,12/26/2015,03:00:00,REGULAR,0005435140,0032093655                                                
A013,R081,01-00-00,49 ST,NQR,BMT,12/27/2015,11:00:00,REGULAR,0005435620,0032097928                                                
A013,R081,01-00-00,49 ST,NQR,BMT,12/28/2015,19:00:00,REGULAR,0005436331,0032105347                                                
A013,R081,01-00-00,49 ST,NQR,BMT,12/30/2015,03:00:00,REGULAR,0005437104,0032112013                                                
A013,R081,01-00-00,49 ST,NQR,BMT,12/31/2015,11:00:00,REGULAR,0005437803,0032119358                                                
A013,R081,01-00-00,49 ST,NQR,BMT,01/01/2016,19:00:00,REGULAR,0005438136,0032122649                                                
A013,R081,01-03-00,49 ST,NQR,BMT,12/27/2015,03:00:00,REGULAR,0003292648,0003730057                                                
A013,R081,01-03-00,49 ST,NQR,BMT,12/28/2015,11:00:00,REGULAR,0003293948,0003731515                                                
A013,R081,01-03-00,49 ST,NQR,BMT,12/29/2015,19:00:00,REGULAR,0003296389,0003734253                                                
A013,R081,01-03-00,49 ST,NQR,BMT,12/31/2015,03:00:00,REGULAR,0003298823,0003736624                                                
A013,R081,01-03-00,49 ST,NQR,BMT,01/01/2016,11:00:00,REGULAR,0003299576,0003738296                                                
A013,R081,01-03-01,49 ST,NQR,BMT,12/26/2015,19:00:00,REGULAR,0004232844,0002217427                                                
A013,R081,01-03-01,49 ST,NQR,BMT,12/28/2015,03:00:00,REGULAR,0004234899,0002218236                                                
A013,R081,01-03-01,49 ST,NQR,BMT,12/29/2015,11:00:00,REGULAR,0004237026,0002219623                                                
A013,R081,01-03-01,49 ST,NQR,BMT,12/30/2015,19:00:00,REGULAR,0004240220,0002221307                                                
A013,R081,01-03-01,49 ST,NQR,BMT,01/01/2016,03:00:00,REGULAR,0004241859,0002222329                                                
A013,R081,01-03-02,49 ST,NQR,BMT,12/26/2015,11:00:00,REGULAR,0003269201,0001460994                                                
A013,R081,01-03-02,49 ST,NQR,BMT,12/27/2015,19:00:00,REGULAR,0003271725,0001462260                                                
A013,R081,01-03-02,49 ST,NQR,BMT,12/29/2015,03:00:00,REGULAR,0003275017,0001463598                                                
A013,R081,01-03-02,49 ST,NQR,BMT,12/30/2015,11:00:00,REGULAR,0003277898,0001465224                                                
A013,R081,01-03-02,49 ST,NQR,BMT,12/31/2015,19:00:00,REGULAR,0003281669,0001466992                                                
