C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
H008,R248,01-00-02,1 AV,L,BMT,12/27/2015,11:00:00,REGULAR,0007432094,0018140804                                                   
H008,R248,01-00-02,1 AV,L,BMT,12/28/2015,19:00:00,REGULAR,0007433363,0018144686                                                   
H008,R248,01-00-02,1 AV,L,BMT,12/30/2015,03:00:00,REGULAR,0007434991,0018148908                                                   
H008,R248,01-00-02,1 AV,L,BMT,12/31/2015,11:00:00,REGULAR,0007436467,0018153075                                                   
H008,R248,01-00-02,1 AV,L,BMT,01/01/2016,19:00:00,REGULAR,0007438545,0018157433                                                   
H008,R248,01-00-03,1 AV,L,BMT,12/27/2015,03:00:00,REGULAR,0952261988,0996863315                                                   
H008,R248,01-00-03,1 AV,L,BMT,12/28/2015,11:00:00,REGULAR,0952263539,0996864803                                                   
H008,R248,01-00-03,1 AV,L,BMT,12/29/2015,19:00:00,REGULAR,0952266809,0996867104                                                   
H008,R248,01-00-03,1 AV,L,BMT,12/31/2015,03:00:00,REGULAR,0952270498,0996869227                                                   
H008,R248,01-00-03,1 AV,L,BMT,01/01/2016,11:00:00,REGULAR,0952273624,0996871356                                                   
H008,R248,01-00-04,1 AV,L,BMT,12/26/2015,19:00:00,REGULAR,0004221588,0000458497                                                   
H008,R248,01-00-04,1 AV,L,BMT,12/28/2015,03:00:00,REGULAR,0004224961,0000458928                                                   
H008,R248,01-00-04,1 AV,L,BMT,12/29/2015,11:00:00,REGULAR,0004228824,0000459553                                                   
H008,R248,01-00-04,1 AV,L,BMT,12/30/2015,19:00:00,REGULAR,0004234588,0000460177                                                   
H008,R248,01-00-04,1 AV,L,BMT,01/01/2016,03:00:00,REGULAR,0004240708,0000460729                                                   
H009,R235,00-00-00,BEDFORD AV,L,BMT,12/26/2015,11:00:00,REGULAR,0001910342,0000756827                                             
H009,R235,00-00-00,BEDFORD AV,L,BMT,12/27/2015,19:00:00,REGULAR,0001913136,0000757650                                             
H009,R235,00-00-00,BEDFORD AV,L,BMT,12/29/2015,03:00:00,REGULAR,0001915871,0000758566                                             
H009,R235,00-00-00,BEDFORD AV,L,BMT,12/30/2015,11:00:00,REGULAR,0001919622,0000759544                                             
H009,R235,00-00-00,BEDFORD AV,L,BMT,12/31/2015,19:00:00,REGULAR,0001923790,0000761084                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,12/26/2015,03:00:00,REGULAR,0001444464,0001630545                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,12/27/2015,15:00:00,REGULAR,0001446199,0001632307                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,12/28/2015,23:00:00,REGULAR,0001448439,0001634768                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,12/30/2015,07:00:00,REGULAR,0001450801,0001636905                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,12/31/2015,15:00:00,REGULAR,0001453600,0001639831                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,01/01/2016,23:00:00,REGULAR,0001456426,0001642629                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,12/27/2015,07:00:00,REGULAR,0017813523,0026039623                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,12/28/2015,15:00:00,REGULAR,0017814638,0026042699                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,12/29/2015,23:00:00,REGULAR,0017816420,0026047086                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,12/31/2015,07:00:00,REGULAR,0017817742,0026051029                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,01/01/2016,15:00:00,REGULAR,0017819464,0026055509                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,12/26/2015,23:00:00,REGULAR,0015288902,0019081882                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,12/28/2015,07:00:00,REGULAR,0015289853,0019083846                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,12/29/2015,15:00:00,REGULAR,0015291379,0019086732                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,12/30/2015,23:00:00,REGULAR,0015293119,0019091102                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,01/01/2016,07:00:00,REGULAR,0015295004,0019094678                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,12/26/2015,15:00:00,REGULAR,0012000160,0012543296                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,12/27/2015,23:00:00,REGULAR,0012002313,0012545806                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,12/29/2015,07:00:00,REGULAR,0012004143,0012548184                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,12/30/2015,15:00:00,REGULAR,0012006629,0012551492                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,12/31/2015,23:00:00,REGULAR,0012009656,0012555793                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,12/26/2015,07:00:00,REGULAR,0020205502,0010258375                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,12/27/2015,15:00:00,REGULAR,0020208745,0010260474                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,12/28/2015,23:00:00,REGULAR,0020213013,0010263329                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,12/30/2015,07:00:00,REGULAR,0020215820,0010266261                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,12/31/2015,15:00:00,REGULAR,0020220908,0010269597                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,01/01/2016,23:00:00,REGULAR,0020225814,0010272754                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,12/27/2015,07:00:00,REGULAR,0004081449,0000852027                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,12/28/2015,15:00:00,REGULAR,0004086850,0000853076                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,12/29/2015,23:00:00,REGULAR,0004092624,0000854609                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,12/31/2015,07:00:00,REGULAR,0004098567,0000855918                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,01/01/2016,15:00:00,REGULAR,0004105671,0000857260                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,12/26/2015,23:00:00,REGULAR,0006443920,0002624658                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,12/28/2015,07:00:00,REGULAR,0006444350,0002624667                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,12/29/2015,15:00:00,REGULAR,0006445398,0002624685                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,12/30/2015,23:00:00,REGULAR,0006446523,0002624724                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,01/01/2016,07:00:00,REGULAR,0006447372,0002624750                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,12/26/2015,15:00:00,REGULAR,0117587701,0000038290                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,12/27/2015,23:00:00,REGULAR,0117587887,0000038346                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,12/29/2015,07:00:00,REGULAR,0117588157,0000038393                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,12/30/2015,15:00:00,REGULAR,0117588592,0000038503                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,12/31/2015,23:00:00,REGULAR,0117589082,0000038671                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,12/26/2015,07:00:00,REGULAR,0000478229,0001030817                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,12/27/2015,15:00:00,REGULAR,0000479427,0001033693                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,12/28/2015,23:00:00,REGULAR,0000481147,0001037355                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,12/30/2015,07:00:00,REGULAR,0000482692,0001040442                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,12/31/2015,15:00:00,REGULAR,0000485025,0001044750                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,01/01/2016,23:00:00,REGULAR,0000486605,0001049421                                             
H009,R235,00-06-03,BEDFORD AV,L,BMT,12/27/2015,07:00:00,REGULAR,0836946939,1419628198                                             
H009,R235,00-06-03,BEDFORD AV,L,BMT,12/28/2015,15:00:00,REGULAR,0836945726,1419630889                                             
H009,R235,00-06-03,BEDFORD AV,L,BMT,12/29/2015,23:00:00,REGULAR,0836944212,1419634998                                             
H009,R235,00-06-03,BEDFORD AV,L,BMT,12/31/2015,07:00:00,REGULAR,0836942846,1419638373                                             
H009,R235,00-06-03,BEDFORD AV,L,BMT,01/01/2016,15:00:00,REGULAR,0836941214,1419642400                                             
H009,R235,00-06-04,BEDFORD AV,L,BMT,12/26/2015,23:00:00,REGULAR,0000430281,0001011520                                             
H009,R235,00-06-04,BEDFORD AV,L,BMT,12/28/2015,07:00:00,REGULAR,0000430896,0001013300                                             
H009,R235,00-06-04,BEDFORD AV,L,BMT,12/29/2015,15:00:00,REGULAR,0000432256,0001015962                                             
H009,R235,00-06-04,BEDFORD AV,L,BMT,12/30/2015,23:00:00,REGULAR,0000433678,0001020030                                             
H009,R235,00-06-04,BEDFORD AV,L,BMT,01/01/2016,07:00:00,REGULAR,0000434871,0001023391                                             
H009,R235,00-06-05,BEDFORD AV,L,BMT,12/26/2015,15:00:00,REGULAR,0000362370,0000494243                                             
H009,R235,00-06-05,BEDFORD AV,L,BMT,12/27/2015,23:00:00,REGULAR,0000363545,0000496339                                             
H009,R235,00-06-05,BEDFORD AV,L,BMT,12/29/2015,07:00:00,REGULAR,0000364953,0000497949                                             
H009,R235,00-06-05,BEDFORD AV,L,BMT,12/30/2015,15:00:00,REGULAR,0000367179,0000500162                                             
H009,R235,00-06-05,BEDFORD AV,L,BMT,12/31/2015,23:00:00,REGULAR,0000369418,0000503795                                             
H012,R268,01-00-00,LORIMER ST,LG,BMT,12/26/2015,04:00:00,REGULAR,0000300878,0000092579                                            
H012,R268,01-00-00,LORIMER ST,LG,BMT,12/27/2015,12:00:00,REGULAR,0000301958,0000092841                                            
H012,R268,01-00-00,LORIMER ST,LG,BMT,12/28/2015,20:00:00,REGULAR,0000303838,0000093340                                            
H012,R268,01-00-00,LORIMER ST,LG,BMT,12/30/2015,04:00:00,REGULAR,0000305500,0000093899                                            
H012,R268,01-00-00,LORIMER ST,LG,BMT,12/31/2015,12:00:00,REGULAR,0000307854,0000094460                                            
H012,R268,01-00-00,LORIMER ST,LG,BMT,01/01/2016,20:00:00,REGULAR,0000309804,0000094998                                            
H012,R268,01-00-01,LORIMER ST,LG,BMT,12/27/2015,04:00:00,REGULAR,0006432683,0000825162                                            
H012,R268,01-00-01,LORIMER ST,LG,BMT,12/28/2015,12:00:00,REGULAR,0006434355,0000825382                                            
H012,R268,01-00-01,LORIMER ST,LG,BMT,12/29/2015,20:00:00,REGULAR,0006436703,0000825718                                            
H012,R268,01-00-01,LORIMER ST,LG,BMT,12/31/2015,04:00:00,REGULAR,0006438783,0000826020                                            
H012,R268,01-00-01,LORIMER ST,LG,BMT,01/01/2016,12:00:00,REGULAR,0006441029,0000826442                                            
H012,R268,01-06-00,LORIMER ST,LG,BMT,12/26/2015,20:00:00,REGULAR,0001017546,0000856970                                            
H012,R268,01-06-00,LORIMER ST,LG,BMT,12/28/2015,04:00:00,REGULAR,0001018188,0000857534                                            
H012,R268,01-06-00,LORIMER ST,LG,BMT,12/29/2015,12:00:00,REGULAR,0001019093,0000858030                                            
H012,R268,01-06-00,LORIMER ST,LG,BMT,12/30/2015,20:00:00,REGULAR,0001020259,0000858801                                            
H012,R268,01-06-00,LORIMER ST,LG,BMT,01/01/2016,04:00:00,REGULAR,0001021574,0000859822                                            
H012,R268,01-06-01,LORIMER ST,LG,BMT,12/26/2015,12:00:00,REGULAR,0002465908,0001643114                                            
H012,R268,01-06-01,LORIMER ST,LG,BMT,12/27/2015,20:00:00,REGULAR,0002466343,0001643232                                            
H012,R268,01-06-01,LORIMER ST,LG,BMT,12/29/2015,04:00:00,REGULAR,0002466770,0001643352                                            
H012,R268,01-06-01,LORIMER ST,LG,BMT,12/30/2015,12:00:00,REGULAR,0002467388,0001643469                                            
H012,R268,01-06-01,LORIMER ST,LG,BMT,12/31/2015,20:00:00,REGULAR,0002468147,0001643634                                            
H012,R268,01-06-02,LORIMER ST,LG,BMT,12/26/2015,04:00:00,REGULAR,0001294527,0000718259                                            
H012,R268,01-06-02,LORIMER ST,LG,BMT,12/27/2015,12:00:00,REGULAR,0001294607,0000718299                                            
H012,R268,01-06-02,LORIMER ST,LG,BMT,12/28/2015,20:00:00,REGULAR,0001294728,0000718372                                            
H012,R268,01-06-02,LORIMER ST,LG,BMT,12/30/2015,04:00:00,REGULAR,0001294837,0000718441                                            
H012,R268,01-06-02,LORIMER ST,LG,BMT,12/31/2015,12:00:00,REGULAR,0001294988,0000718526                                            
H012,R268,01-06-02,LORIMER ST,LG,BMT,01/01/2016,20:00:00,REGULAR,0001295212,0000718646                                            
H013,R249,01-00-00,GRAHAM AV,L,BMT,12/27/2015,07:00:00,REGULAR,0003306221,0000583574                                              
H013,R249,01-00-00,GRAHAM AV,L,BMT,12/28/2015,15:00:00,REGULAR,0003309107,0000584120                                              
H013,R249,01-00-00,GRAHAM AV,L,BMT,12/29/2015,23:00:00,REGULAR,0003312528,0000584741                                              
H013,R249,01-00-00,GRAHAM AV,L,BMT,12/31/2015,07:00:00,REGULAR,0003315668,0000585293                                              
H013,R249,01-00-00,GRAHAM AV,L,BMT,01/01/2016,15:00:00,REGULAR,0003319093,0000586079                                              
H013,R249,01-00-01,GRAHAM AV,L,BMT,12/26/2015,23:00:00,REGULAR,0011313113,0001311908                                              
H013,R249,01-00-01,GRAHAM AV,L,BMT,12/28/2015,07:00:00,REGULAR,0011314031,0001312038                                              
H013,R249,01-00-01,GRAHAM AV,L,BMT,12/29/2015,15:00:00,REGULAR,0011316674,0001312311                                              
H013,R249,01-00-01,GRAHAM AV,L,BMT,12/30/2015,23:00:00,REGULAR,0011319040,0001312598                                              
H013,R249,01-00-01,GRAHAM AV,L,BMT,01/01/2016,07:00:00,REGULAR,0011321090,0001312911                                              
H013,R249,01-00-02,GRAHAM AV,L,BMT,12/26/2015,15:00:00,REGULAR,0011226784,0000978489                                              
H013,R249,01-00-02,GRAHAM AV,L,BMT,12/27/2015,23:00:00,REGULAR,0011228334,0000978656                                              
H013,R249,01-00-02,GRAHAM AV,L,BMT,12/29/2015,07:00:00,REGULAR,0011230603,0000978893                                              
H013,R249,01-00-02,GRAHAM AV,L,BMT,12/30/2015,15:00:00,REGULAR,0011234213,0000979189                                              
H013,R249,01-00-02,GRAHAM AV,L,BMT,12/31/2015,23:00:00,REGULAR,0011237487,0000979535                                              
H014,R249,00-00-00,GRAHAM AV,L,BMT,12/26/2015,07:00:00,REGULAR,0001591072,0010026403                                              
H014,R249,00-00-00,GRAHAM AV,L,BMT,12/27/2015,15:00:00,REGULAR,0001591303,0010027458                                              
H014,R249,00-00-00,GRAHAM AV,L,BMT,12/28/2015,19:00:00,REGULAR,0001591653,0010029138                                              
H014,R249,00-00-00,GRAHAM AV,L,BMT,12/30/2015,03:00:00,REGULAR,0001592043,0010031307                                              
H014,R249,00-00-00,GRAHAM AV,L,BMT,12/31/2015,11:00:00,REGULAR,0001592476,0010033296                                              
H014,R249,00-00-00,GRAHAM AV,L,BMT,01/01/2016,19:00:00,REGULAR,0001592981,0010035547                                              
H014,R249,00-00-01,GRAHAM AV,L,BMT,12/27/2015,03:00:00,REGULAR,0000746837,0003349543                                              
H014,R249,00-00-01,GRAHAM AV,L,BMT,12/28/2015,11:00:00,REGULAR,0000746993,0003350199                                              
H014,R249,00-00-01,GRAHAM AV,L,BMT,12/29/2015,15:00:00,REGULAR,0000747290,0003351218                                              
H014,R249,00-00-01,GRAHAM AV,L,BMT,12/30/2015,23:00:00,REGULAR,0000747705,0003352849                                              
H014,R249,00-00-01,GRAHAM AV,L,BMT,01/01/2016,07:00:00,REGULAR,0000748117,0003354081                                              
H014,R249,00-00-02,GRAHAM AV,L,BMT,12/26/2015,15:00:00,REGULAR,0000669578,0002358184                                              
H014,R249,00-00-02,GRAHAM AV,L,BMT,12/27/2015,23:00:00,REGULAR,0000670024,0002360279                                              
H014,R249,00-00-02,GRAHAM AV,L,BMT,12/29/2015,03:00:00,REGULAR,0000670637,0002362498                                              
H014,R249,00-00-02,GRAHAM AV,L,BMT,12/30/2015,11:00:00,REGULAR,0000671351,0002364964                                              
H014,R249,00-00-02,GRAHAM AV,L,BMT,12/31/2015,19:00:00,REGULAR,0000672318,0002368118                                              
H015,R250,01-00-00,GRAND ST,L,BMT,12/26/2015,03:00:00,REGULAR,0005662497,0003295011                                               
H015,R250,01-00-00,GRAND ST,L,BMT,12/26/2015,14:49:27,REGULAR,0005662632,0003295170                                               
H015,R250,01-00-00,GRAND ST,L,BMT,12/27/2015,15:00:00,REGULAR,0005662875,0003295473                                               
H015,R250,01-00-00,GRAND ST,L,BMT,12/28/2015,23:00:00,REGULAR,0005663576,0003296102                                               
H015,R250,01-00-00,GRAND ST,L,BMT,12/30/2015,07:00:00,REGULAR,0005664254,0003296781                                               
H015,R250,01-00-00,GRAND ST,L,BMT,12/31/2015,15:00:00,REGULAR,0005665158,0003297619                                               
H015,R250,01-00-00,GRAND ST,L,BMT,01/01/2016,23:00:00,REGULAR,0005665769,0003298164                                               
H015,R250,01-00-01,GRAND ST,L,BMT,12/26/2015,14:48:07,REGULAR,0001681557,0000467853                                               
H015,R250,01-00-01,GRAND ST,L,BMT,12/27/2015,11:00:00,REGULAR,0001681893,0000467937                                               
H015,R250,01-00-01,GRAND ST,L,BMT,12/28/2015,19:00:00,REGULAR,0001683374,0000468208                                               
H015,R250,01-00-01,GRAND ST,L,BMT,12/30/2015,03:00:00,REGULAR,0001684642,0000468489                                               
H015,R250,01-00-01,GRAND ST,L,BMT,12/31/2015,11:00:00,REGULAR,0001686274,0000468838                                               
H015,R250,01-00-01,GRAND ST,L,BMT,01/01/2016,19:00:00,REGULAR,0001687589,0000469112                                               
H015,R250,01-00-02,GRAND ST,L,BMT,12/26/2015,14:46:47,REGULAR,0005868331,0001693362                                               
H015,R250,01-00-02,GRAND ST,L,BMT,12/27/2015,07:00:00,REGULAR,0005869045,0001693538                                               
H015,R250,01-00-02,GRAND ST,L,BMT,12/28/2015,15:00:00,REGULAR,0005871479,0001694135                                               
H015,R250,01-00-02,GRAND ST,L,BMT,12/29/2015,23:00:00,REGULAR,0005874749,0001694927                                               
H015,R250,01-00-02,GRAND ST,L,BMT,12/31/2015,07:00:00,REGULAR,0005877570,0001695695                                               
H015,R250,01-00-02,GRAND ST,L,BMT,01/01/2016,15:00:00,REGULAR,0005880649,0001696364                                               
H016,R250,00-00-00,GRAND ST,L,BMT,12/26/2015,23:00:00,REGULAR,0000582119,0001801628                                               
H016,R250,00-00-00,GRAND ST,L,BMT,12/28/2015,07:00:00,REGULAR,0000582246,0001802604                                               
H016,R250,00-00-00,GRAND ST,L,BMT,12/29/2015,15:00:00,REGULAR,0000582592,0001804671                                               
H016,R250,00-00-00,GRAND ST,L,BMT,12/30/2015,23:00:00,REGULAR,0000583063,0001807227                                               
H016,R250,00-00-00,GRAND ST,L,BMT,01/01/2016,07:00:00,REGULAR,0000583430,0001809212                                               
H016,R250,00-00-01,GRAND ST,L,BMT,12/26/2015,15:00:00,REGULAR,0000467157,0000958460                                               
H016,R250,00-00-01,GRAND ST,L,BMT,12/27/2015,23:00:00,REGULAR,0000467398,0000959178                                               
H016,R250,00-00-01,GRAND ST,L,BMT,12/29/2015,07:00:00,REGULAR,0000467761,0000960195                                               
H016,R250,00-00-01,GRAND ST,L,BMT,12/30/2015,15:00:00,REGULAR,0000468260,0000961395                                               
H016,R250,00-00-01,GRAND ST,L,BMT,12/31/2015,23:00:00,REGULAR,0000468833,0000962952                                               
H016,R250,00-00-02,GRAND ST,L,BMT,12/26/2015,07:00:00,REGULAR,0000639343,0001810461                                               
H016,R250,00-00-02,GRAND ST,L,BMT,12/27/2015,15:00:00,REGULAR,0000639727,0001811564                                               
H016,R250,00-00-02,GRAND ST,L,BMT,12/28/2015,23:00:00,REGULAR,0000640411,0001813804                                               
H016,R250,00-00-02,GRAND ST,L,BMT,12/30/2015,07:00:00,REGULAR,0000641079,0001815760                                               
H016,R250,00-00-02,GRAND ST,L,BMT,12/31/2015,15:00:00,REGULAR,0000641977,0001818272                                               
H016,R250,00-00-02,GRAND ST,L,BMT,01/01/2016,23:00:00,REGULAR,0000642612,0001820016                                               
H017,R265,00-00-00,MONTROSE AV,L,BMT,12/27/2015,07:00:00,REGULAR,0004523365,0005517340                                            
H017,R265,00-00-00,MONTROSE AV,L,BMT,12/28/2015,15:00:00,REGULAR,0004525539,0005519295                                            
H017,R265,00-00-00,MONTROSE AV,L,BMT,12/29/2015,23:00:00,REGULAR,0004527997,0005522380                                            
H017,R265,00-00-00,MONTROSE AV,L,BMT,12/31/2015,07:00:00,REGULAR,0004530219,0005524794                                            
H017,R265,00-00-00,MONTROSE AV,L,BMT,01/01/2016,15:00:00,REGULAR,0004533074,0005527675                                            
H017,R265,00-00-01,MONTROSE AV,L,BMT,12/26/2015,23:00:00,REGULAR,0000854178,0000458361                                            
H017,R265,00-00-01,MONTROSE AV,L,BMT,12/28/2015,07:00:00,REGULAR,0000855161,0000458992                                            
H017,R265,00-00-01,MONTROSE AV,L,BMT,12/29/2015,15:00:00,REGULAR,0000857267,0000459922                                            
H017,R265,00-00-01,MONTROSE AV,L,BMT,12/30/2015,23:00:00,REGULAR,0000859417,0000461183                                            
H017,R265,00-00-01,MONTROSE AV,L,BMT,01/01/2016,07:00:00,REGULAR,0000861617,0000462464                                            
H017,R265,00-00-02,MONTROSE AV,L,BMT,12/26/2015,15:00:00,REGULAR,0134591299,0000108664                                            
H017,R265,00-00-02,MONTROSE AV,L,BMT,12/27/2015,23:00:00,REGULAR,0134593206,0000109481                                            
H017,R265,00-00-02,MONTROSE AV,L,BMT,12/29/2015,07:00:00,REGULAR,0134595420,0000110218                                            
H017,R265,00-00-02,MONTROSE AV,L,BMT,12/30/2015,15:00:00,REGULAR,0134598843,0000111098                                            
H017,R265,00-00-02,MONTROSE AV,L,BMT,12/31/2015,23:00:00,REGULAR,0134602433,0000112240                                            
H019,R294,00-00-00,MORGAN AV,L,BMT,12/26/2015,07:00:00,REGULAR,0013370514,0011867856                                              
H019,R294,00-00-00,MORGAN AV,L,BMT,12/27/2015,15:00:00,REGULAR,0013371971,0011868955                                              
H019,R294,00-00-00,MORGAN AV,L,BMT,12/28/2015,23:00:00,REGULAR,0013373951,0011870568                                              
H019,R294,00-00-00,MORGAN AV,L,BMT,12/30/2015,07:00:00,REGULAR,0013375699,0011871889                                              
H019,R294,00-00-00,MORGAN AV,L,BMT,12/31/2015,15:00:00,REGULAR,0013378225,0011873542                                              
H019,R294,00-00-00,MORGAN AV,L,BMT,01/01/2016,23:00:00,REGULAR,0013380732,0011875339                                              
H019,R294,00-00-01,MORGAN AV,L,BMT,12/27/2015,07:00:00,REGULAR,0001084708,0000332780                                              
H019,R294,00-00-01,MORGAN AV,L,BMT,12/28/2015,15:00:00,REGULAR,0001085785,0000333141                                              
H019,R294,00-00-01,MORGAN AV,L,BMT,12/29/2015,23:00:00,REGULAR,0001087243,0000333597                                              
H019,R294,00-00-01,MORGAN AV,L,BMT,12/31/2015,07:00:00,REGULAR,0001088502,0000333973                                              
H019,R294,00-00-01,MORGAN AV,L,BMT,01/01/2016,15:00:00,REGULAR,0001090405,0000334487                                              
H019,R294,00-00-02,MORGAN AV,L,BMT,12/26/2015,23:00:00,REGULAR,0001411577,0000365475                                              
H019,R294,00-00-02,MORGAN AV,L,BMT,12/28/2015,07:00:00,REGULAR,0001412106,0000365637                                              
H019,R294,00-00-02,MORGAN AV,L,BMT,12/29/2015,15:00:00,REGULAR,0001413346,0000365997                                              
H019,R294,00-00-02,MORGAN AV,L,BMT,12/30/2015,23:00:00,REGULAR,0001414665,0000366373                                              
H019,R294,00-00-02,MORGAN AV,L,BMT,01/01/2016,07:00:00,REGULAR,0001415993,0000366771                                              
H019,R294,00-06-00,MORGAN AV,L,BMT,12/26/2015,15:00:00,REGULAR,0000274940,0000056700                                              
H019,R294,00-06-00,MORGAN AV,L,BMT,12/27/2015,23:00:00,REGULAR,0000275951,0000057376                                              
H019,R294,00-06-00,MORGAN AV,L,BMT,12/29/2015,07:00:00,REGULAR,0000276991,0000058017                                              
H019,R294,00-06-00,MORGAN AV,L,BMT,12/30/2015,15:00:00,REGULAR,0000278530,0000058833                                              
H019,R294,00-06-00,MORGAN AV,L,BMT,12/31/2015,23:00:00,REGULAR,0000280226,0000059870                                              
H019,R294,00-06-01,MORGAN AV,L,BMT,12/26/2015,07:00:00,REGULAR,0000092731,0000220568                                              
H019,R294,00-06-01,MORGAN AV,L,BMT,12/27/2015,15:00:00,REGULAR,0000093623,0000220828                                              
H019,R294,00-06-01,MORGAN AV,L,BMT,12/28/2015,23:00:00,REGULAR,0000094731,0000221167                                              
H019,R294,00-06-01,MORGAN AV,L,BMT,12/30/2015,07:00:00,REGULAR,0000095682,0000221470                                              
H019,R294,00-06-01,MORGAN AV,L,BMT,12/31/2015,15:00:00,REGULAR,0000097047,0000221855                                              
H019,R294,00-06-01,MORGAN AV,L,BMT,01/01/2016,23:00:00,REGULAR,0000098511,0000222371                                              
H019,R294,00-06-02,MORGAN AV,L,BMT,12/27/2015,07:00:00,REGULAR,0000069767,0000013247                                              
H019,R294,00-06-02,MORGAN AV,L,BMT,12/28/2015,15:00:00,REGULAR,0000070336,0000013389                                              
H019,R294,00-06-02,MORGAN AV,L,BMT,12/29/2015,23:00:00,REGULAR,0000071270,0000013565                                              
H019,R294,00-06-02,MORGAN AV,L,BMT,12/31/2015,07:00:00,REGULAR,0000071992,0000013712                                              
H019,R294,00-06-02,MORGAN AV,L,BMT,01/01/2016,15:00:00,REGULAR,0000073033,0000013964                                              
H022,R279,00-00-00,JEFFERSON ST,L,BMT,12/26/2015,23:00:00,REGULAR,0004956911,0004506102                                           
H022,R279,00-00-00,JEFFERSON ST,L,BMT,12/28/2015,07:00:00,REGULAR,0004958181,0004506635                                           
H022,R279,00-00-00,JEFFERSON ST,L,BMT,12/29/2015,15:00:00,REGULAR,0004960711,0004507461                                           
H022,R279,00-00-00,JEFFERSON ST,L,BMT,12/30/2015,23:00:00,REGULAR,0004963138,0004508564                                           
H022,R279,00-00-00,JEFFERSON ST,L,BMT,01/01/2016,07:00:00,REGULAR,0004965672,0004509407                                           
H022,R279,00-00-01,JEFFERSON ST,L,BMT,12/26/2015,15:00:00,REGULAR,0001293180,0000444369                                           
H022,R279,00-00-01,JEFFERSON ST,L,BMT,12/27/2015,23:00:00,REGULAR,0001294024,0000444716                                           
H022,R279,00-00-01,JEFFERSON ST,L,BMT,12/29/2015,07:00:00,REGULAR,0001295018,0000445061                                           
H022,R279,00-00-01,JEFFERSON ST,L,BMT,12/30/2015,15:00:00,REGULAR,0001296436,0000445507                                           
H022,R279,00-00-01,JEFFERSON ST,L,BMT,12/31/2015,23:00:00,REGULAR,0001297803,0000446081                                           
H022,R279,00-00-02,JEFFERSON ST,L,BMT,12/26/2015,07:00:00,REGULAR,0005725734,0001704757                                           
H022,R279,00-00-02,JEFFERSON ST,L,BMT,12/27/2015,15:00:00,REGULAR,0005726990,0001705079                                           
H022,R279,00-00-02,JEFFERSON ST,L,BMT,12/28/2015,23:00:00,REGULAR,0005728636,0001705476                                           
H022,R279,00-00-02,JEFFERSON ST,L,BMT,12/30/2015,07:00:00,REGULAR,0005730156,0001705867                                           
H022,R279,00-00-02,JEFFERSON ST,L,BMT,12/31/2015,15:00:00,REGULAR,0005732510,0001706352                                           
