timestamp,inbound_sms_count,inbound_vc_minutes,outbound_sms_count,outbound_vc_minutes,in_network_inbound_sms_count,out_of_network_inbound_sms_count,in_network_outbound_sms_count,out_of_network_outbound_sms_count,in_network_inbound_vc_minutes,out_of_network_inbound_vc_minutes,in_network_outbound_vc_minutes,out_of_network_outbound_vc_minutes
2013-09-18,1,1.5,1.0,0.26666666666666666,0,1,1,0.0,0,1.5,0,0.26666666666666666
2013-09-19,1,2.9,3.0,5.2,1,0,0,3.0,0,2.9,1,4.2
2013-09-20,0,4.933333333333334,1.0,0.9333333333333333,0,0,1,0.0,0,4.933333333333334,0,0.9333333333333333
2013-09-21,0,1.4,1.0,3.783333333333333,0,0,0,1.0,0,1.4,3,0.7833333333333332
2013-09-22,0,2.2666666666666666,0.0,0.0,0,0,0,0.0,0,2.2666666666666666,0,0.0
2013-09-23,0,0.7666666666666667,2.0,5.016666666666667,0,0,1,1.0,0,0.7666666666666667,4,1.0166666666666666
2013-09-24,1,3.2,1.0,2.433333333333333,1,0,0,1.0,1,2.2,1,1.4333333333333331
2013-09-25,0,3.816666666666667,0.0,3.95,0,0,0,0.0,3,0.8166666666666669,2,1.9500000000000002
2013-09-26,1,0.0,1.0,2.033333333333333,0,1,1,0.0,0,0.0,1,1.0333333333333332
2013-09-27,1,0.5166666666666667,3.0,4.483333333333333,0,1,3,0.0,0,0.5166666666666667,3,1.4833333333333334
2013-09-28,0,6.316666666666666,0.0,8.6,0,0,0,0.0,4,2.3166666666666664,0,8.6
2013-09-29,0,5.85,1.0,0.65,0,0,1,0.0,3,2.8499999999999996,0,0.65
2013-09-30,0,6.583333333333333,6.0,0.0,0,0,0,6.0,0,6.583333333333333,0,0.0
2013-10-01,2,1.4666666666666666,4.0,0.5833333333333334,2,0,4,0.0,1,0.46666666666666656,0,0.5833333333333334
2013-10-02,2,0.0,2.0,10.983333333333333,0,2,2,0.0,0,0.0,9,1.9833333333333325
2013-10-03,4,1.1,4.0,2.7333333333333334,1,3,1,3.0,1,0.10000000000000009,0,2.7333333333333334
2013-10-04,1,2.75,1.0,11.366666666666667,1,0,0,1.0,2,0.75,6,5.366666666666667
2013-10-05,0,4.433333333333334,0.0,15.983333333333333,0,0,0,0.0,2,2.4333333333333336,4,11.983333333333333
2013-10-06,0,0.18333333333333332,0.0,0.18333333333333332,0,0,0,0.0,0,0.18333333333333332,0,0.18333333333333332
2013-10-07,1,3.966666666666667,1.0,6.55,1,0,1,0.0,2,1.9666666666666668,5,1.5499999999999998
2013-10-08,0,0.9666666666666667,0.0,0.9833333333333333,0,0,0,0.0,0,0.9666666666666667,0,0.9833333333333333
2013-10-09,0,0.4166666666666667,0.0,5.616666666666666,0,0,0,0.0,0,0.4166666666666667,4,1.6166666666666663
2013-10-10,0,0.0,0.0,5.2,0,0,0,0.0,0,0.0,0,5.2
2013-10-11,3,4.25,5.0,7.233333333333333,0,3,1,4.0,2,2.25,0,7.233333333333333
