,Airport,Year,FAA REGION,COUNTY,CITY,STATE,AP Type,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,label,Latitude,Longitude
108,BUR,2013.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,399.0,386.0,30.0,8.0,31469,31215,0.8072,0.7889,0.8009,10.2,10.77,1.87,11.44,1.73,0.51,1.62,10.14,0,34.200666999999996,-118.358667
109,BUR,2014.0,AWP,LOS ANGELES,BURBANK,CA,Federalized/Commercial,427.0,403.0,36.0,39.0,30148,29885,0.7821,0.7613,0.7657,11.3,10.86,1.95,12.58,2.05,0.52,1.84,12.19,0,34.200666999999996,-118.358667
110,BWI,2004.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1186.0,1093.0,162.0,176.0,131690,131476,0.781,0.7491,0.7853,11.53,12.09,3.14,14.07,4.65,1.06,2.99,12.14,3,39.175360999999995,-76.66833299999999
111,BWI,2005.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1407.0,1313.0,153.0,150.0,132011,131803,0.7682,0.7354,0.7787,12.58,12.05,3.39,15.28,4.33,1.11,2.76,12.66,4,39.175360999999995,-76.66833299999999
112,BWI,2006.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1127.0,1057.0,165.0,172.0,131521,131308,0.7608,0.7255,0.7703,13.35,11.98,3.17,15.8,4.14,0.92,2.69,13.13,4,39.175360999999995,-76.66833299999999
113,BWI,2007.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1759.0,1614.0,154.0,162.0,130735,130812,0.748,0.702,0.7493,14.67,12.5,3.59,17.67,3.83,1.41,3.21,14.58,4,39.175360999999995,-76.66833299999999
114,BWI,2008.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1002.0,964.0,206.0,128.0,123340,123587,0.7833,0.7467,0.7824,13.24,12.0,2.97,15.53,3.37,1.22,2.88,13.23,4,39.175360999999995,-76.66833299999999
115,BWI,2009.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1042.0,970.0,206.0,172.0,121056,120992,0.7886,0.7335,0.8134,12.09,12.82,3.82,15.24,3.06,1.43,2.69,10.74,0,39.175360999999995,-76.66833299999999
116,BWI,2010.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,2282.0,2180.0,203.0,229.0,124683,124272,0.7613,0.7112,0.7952,13.1,12.52,3.39,15.8,3.1,1.66,2.83,11.51,3,39.175360999999995,-76.66833299999999
117,BWI,2011.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1567.0,1418.0,177.0,310.0,127281,126806,0.773,0.7239,0.8038,13.55,12.53,3.35,16.31,2.75,1.54,2.77,11.92,3,39.175360999999995,-76.66833299999999
118,BWI,2012.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1511.0,1400.0,151.0,296.0,124035,123690,0.7756,0.7216,0.8055,13.02,12.65,3.46,15.78,2.55,1.69,2.83,11.56,3,39.175360999999995,-76.66833299999999
119,BWI,2013.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,954.0,878.0,145.0,208.0,118012,117135,0.7305,0.6674,0.7756,15.23,13.1,3.92,18.53,2.28,2.05,2.84,12.83,4,39.175360999999995,-76.66833299999999
120,BWI,2014.0,AEA,ANNE ARUNDEL,BALTIMORE,MD,Federalized/Commercial,1588.0,1549.0,213.0,181.0,110589,110243,0.7159,0.6517,0.7672,16.1,13.34,3.97,19.4,3.27,1.74,2.75,13.73,4,39.175360999999995,-76.66833299999999
121,CLE,2004.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1438.0,1498.0,173.0,131.0,122511,121774,0.8433,0.7643,0.7949,9.31,17.06,6.18,13.63,3.76,1.59,4.56,11.9,3,41.409417,-81.854694
122,CLE,2005.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1207.0,1216.0,158.0,152.0,122375,121467,0.8304,0.7623,0.7798,10.15,16.84,5.44,13.91,3.36,1.91,4.38,12.72,3,41.409417,-81.854694
123,CLE,2006.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1116.0,1114.0,182.0,164.0,117753,116801,0.8323,0.7866,0.7861,10.34,15.81,4.09,13.05,3.12,1.14,3.95,12.86,3,41.409417,-81.854694
124,CLE,2007.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1427.0,1422.0,182.0,125.0,114795,114523,0.7907,0.7195,0.7518,12.89,16.07,4.76,16.64,3.7,1.8,4.41,14.93,3,41.409417,-81.854694
125,CLE,2008.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1359.0,1306.0,178.0,156.0,111315,111455,0.8072,0.7576,0.7842,12.53,14.71,3.53,15.18,3.48,1.19,3.46,13.47,3,41.409417,-81.854694
126,CLE,2009.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,628.0,578.0,131.0,90.0,95317,95461,0.8599,0.8295,0.8456,8.97,13.06,2.52,10.66,3.04,0.87,2.42,9.39,0,41.409417,-81.854694
127,CLE,2010.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,801.0,809.0,117.0,55.0,91769,91615,0.8416,0.7968,0.8151,9.88,12.98,2.98,12.09,2.98,1.25,3.2,11.06,0,41.409417,-81.854694
128,CLE,2011.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1022.0,1010.0,116.0,69.0,89033,89039,0.8135,0.778,0.7923,12.06,12.54,2.74,14.0,3.05,1.21,3.17,12.89,0,41.409417,-81.854694
129,CLE,2012.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,654.0,666.0,98.0,57.0,85359,85279,0.8093,0.7809,0.8019,12.41,12.24,2.3,13.93,2.72,1.18,2.19,12.49,0,41.409417,-81.854694
130,CLE,2013.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,759.0,762.0,117.0,54.0,85240,84805,0.7837,0.7384,0.7667,14.34,12.94,3.04,16.64,2.7,1.19,2.65,15.02,4,41.409417,-81.854694
131,CLE,2014.0,AGL,CUYAHOGA,CLEVELAND,OH,Federalized/Commercial,1282.0,1280.0,124.0,74.0,60369,60247,0.7761,0.7203,0.7512,15.1,13.37,3.36,17.84,2.47,1.14,2.78,16.3,4,41.409417,-81.854694
132,CLT,2004.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1519.0,1593.0,178.0,132.0,211833,210977,0.7748,0.7225,0.8178,11.85,15.08,3.6,14.4,5.66,0.7,2.82,9.67,3,35.213741,-80.949069
133,CLT,2005.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1715.0,1881.0,196.0,165.0,241565,240918,0.7481,0.6569,0.7899,13.3,15.87,5.08,17.36,5.95,1.78,3.28,11.4,3,35.213741,-80.949069
134,CLT,2006.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1569.0,1742.0,283.0,204.0,234974,234521,0.7799,0.6602,0.7785,12.07,17.3,6.28,17.31,5.89,2.15,4.06,12.22,3,35.213741,-80.949069
135,CLT,2007.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,2170.0,2406.0,288.0,131.0,241960,241616,0.7296,0.5971,0.7395,14.59,17.95,6.61,20.42,4.93,2.54,4.46,14.04,1,35.213741,-80.949069
136,CLT,2008.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1986.0,2227.0,277.0,254.0,248162,248224,0.7861,0.6276,0.7835,12.19,18.92,7.78,19.12,3.86,1.93,4.15,11.93,3,35.213741,-80.949069
137,CLT,2009.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1149.0,1331.0,254.0,165.0,238676,238622,0.8175,0.68,0.8058,10.31,18.47,7.03,16.31,2.98,1.55,3.8,10.53,3,35.213741,-80.949069
138,CLT,2010.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1616.0,1790.0,217.0,175.0,248474,248301,0.8324,0.739,0.8324,9.88,17.16,5.44,14.38,2.64,2.66,3.17,9.66,3,35.213741,-80.949069
139,CLT,2011.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,2230.0,2505.0,242.0,290.0,254209,253986,0.7902,0.6927,0.7926,12.33,17.85,5.52,16.84,2.39,3.44,3.58,11.82,3,35.213741,-80.949069
140,CLT,2012.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1097.0,1342.0,194.0,174.0,260789,260134,0.8348,0.7641,0.8453,9.39,16.9,4.44,12.73,2.58,2.99,2.68,8.71,3,35.213741,-80.949069
141,CLT,2013.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1701.0,1968.0,260.0,159.0,263287,262066,0.805,0.7169,0.8076,11.37,17.79,5.18,15.41,3.36,2.86,3.6,11.02,3,35.213741,-80.949069
142,CLT,2014.0,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,1925.0,2145.0,163.0,214.0,257713,257585,0.7841,0.7102,0.8166,12.23,16.75,4.19,15.69,3.09,3.11,2.93,10.55,3,35.213741,-80.949069
143,CVG,2004.0,ASO,BOONE,COVINGTON,KY,Public Use,5656.0,7136.0,319.0,320.0,252037,251102,0.8091,0.7481,0.8077,10.71,15.74,3.98,14.13,5.43,0.71,3.13,10.98,3,39.048837,-84.667822
144,CVG,2005.0,ASO,BOONE,COVINGTON,KY,Public Use,4606.0,5803.0,350.0,256.0,242191,241472,0.8382,0.7663,0.8276,8.84,15.77,4.64,12.78,4.54,1.52,2.8,9.86,3,39.048837,-84.667822
145,CVG,2006.0,ASO,BOONE,COVINGTON,KY,Public Use,1816.0,2359.0,296.0,236.0,168752,168780,0.844,0.7892,0.8319,8.55,14.61,3.65,11.45,4.32,1.09,2.88,9.77,3,39.048837,-84.667822
146,CVG,2007.0,ASO,BOONE,COVINGTON,KY,Public Use,2415.0,2908.0,249.0,153.0,159430,159414,0.7968,0.7165,0.7908,11.75,15.69,4.9,16.04,3.94,1.41,3.31,12.69,3,39.048837,-84.667822
147,CVG,2008.0,ASO,BOONE,COVINGTON,KY,Public Use,1853.0,2144.0,205.0,158.0,138516,138424,0.8117,0.7372,0.8107,11.15,16.36,4.72,15.23,3.71,1.43,3.06,11.79,3,39.048837,-84.667822
148,CVG,2009.0,ASO,BOONE,COVINGTON,KY,Public Use,1056.0,1249.0,171.0,99.0,107128,107179,0.8287,0.7778,0.8433,10.01,15.68,3.66,13.02,3.45,1.92,2.4,9.51,0,39.048837,-84.667822
149,CVG,2010.0,ASO,BOONE,COVINGTON,KY,Public Use,943.0,1111.0,127.0,103.0,83433,83424,0.8015,0.7496,0.8054,11.85,15.57,3.57,14.74,2.36,2.48,2.76,11.65,0,39.048837,-84.667822
150,CVG,2011.0,ASO,BOONE,COVINGTON,KY,Public Use,667.0,623.0,62.0,60.0,75511,75374,0.8014,0.7752,0.8142,12.39,13.84,1.93,13.75,1.55,1.37,2.12,10.95,0,39.048837,-84.667822
151,CVG,2012.0,ASO,BOONE,COVINGTON,KY,Public Use,495.0,456.0,70.0,39.0,66723,66503,0.8139,0.7951,0.8321,11.65,13.34,1.71,12.68,1.51,1.02,1.76,10.05,0,39.048837,-84.667822
152,CVG,2013.0,ASO,BOONE,COVINGTON,KY,Public Use,965.0,921.0,76.0,42.0,63176,63114,0.7831,0.7423,0.804,13.96,14.7,3.3,16.31,1.89,0.77,2.54,12.61,0,39.048837,-84.667822
153,CVG,2014.0,ASO,BOONE,COVINGTON,KY,Public Use,670.0,592.0,47.0,35.0,61186,61428,0.7589,0.7332,0.7822,14.96,13.28,2.08,16.33,1.59,1.41,2.7,13.26,4,39.048837,-84.667822
154,DAL,2004.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,1186.0,1272.0,64.0,83.0,58591,57844,0.705,0.6938,0.7463,13.87,8.15,1.86,15.42,4.72,0.65,2.32,13.12,4,32.847111,-96.851778
155,DAL,2005.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,969.0,1012.0,55.0,64.0,53226,53340,0.7268,0.7118,0.7686,12.73,8.57,1.95,14.46,4.89,0.75,2.14,11.96,4,32.847111,-96.851778
156,DAL,2006.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,968.0,1023.0,60.0,74.0,60231,60432,0.7372,0.7152,0.7612,13.3,9.27,2.12,15.09,4.44,0.76,2.1,12.87,4,32.847111,-96.851778
157,DAL,2007.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,1029.0,1129.0,90.0,201.0,65714,65822,0.705,0.6708,0.7264,16.04,9.89,2.52,18.22,4.7,0.88,2.75,15.36,4,32.847111,-96.851778
158,DAL,2008.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,975.0,1064.0,113.0,139.0,63362,63315,0.7219,0.6868,0.7486,14.79,9.73,2.33,16.9,3.61,0.86,2.35,13.96,4,32.847111,-96.851778
159,DAL,2009.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,663.0,737.0,129.0,107.0,55238,55165,0.7464,0.7203,0.7948,13.49,9.47,2.09,15.15,3.65,0.65,1.75,11.08,0,32.847111,-96.851778
160,DAL,2010.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,729.0,790.0,116.0,124.0,53342,53200,0.6971,0.67,0.7557,15.57,9.61,2.21,17.22,3.45,0.91,1.75,13.04,4,32.847111,-96.851778
161,DAL,2011.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,911.0,906.0,77.0,156.0,54947,54757,0.7169,0.6965,0.7637,14.78,9.28,1.78,15.98,2.74,0.94,1.8,13.33,4,32.847111,-96.851778
162,DAL,2012.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,588.0,595.0,74.0,84.0,55964,55754,0.7543,0.7373,0.7899,12.62,9.21,1.77,13.71,2.56,0.88,1.71,11.5,0,32.847111,-96.851778
163,DAL,2013.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,475.0,544.0,88.0,95.0,57314,56767,0.6899,0.6547,0.7289,14.96,10.1,2.51,16.83,2.31,1.6,2.34,14.26,4,32.847111,-96.851778
164,DAL,2014.0,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,654.0,733.0,79.0,115.0,59618,59515,0.6465,0.611,0.7078,18.04,10.31,2.28,20.04,2.52,1.36,2.47,16.19,4,32.847111,-96.851778
165,DAY,2004.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,418.0,385.0,35.0,29.0,41845,41844,0.7263,0.6853,0.7494,14.95,13.53,3.79,17.18,1.61,0.58,2.59,14.27,4,39.902251,-84.21941
166,DAY,2005.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,378.0,354.0,31.0,22.0,39119,38814,0.7608,0.7145,0.7529,13.27,12.83,3.66,15.58,1.52,0.96,2.64,14.24,4,39.902251,-84.21941
167,DAY,2006.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,238.0,247.0,27.0,9.0,31367,31203,0.7851,0.7528,0.751,12.91,12.61,2.72,14.58,1.61,0.56,2.81,14.39,4,39.902251,-84.21941
168,DAY,2007.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,446.0,403.0,50.0,20.0,29440,29659,0.794,0.7589,0.7326,13.17,12.55,2.81,14.97,2.23,1.03,3.02,16.03,4,39.902251,-84.21941
169,DAY,2008.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,362.0,345.0,42.0,26.0,28610,28723,0.8115,0.7562,0.7574,12.64,13.06,3.66,15.41,2.52,0.99,3.08,14.42,4,39.902251,-84.21941
170,DAY,2009.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,240.0,206.0,50.0,27.0,25257,25284,0.8304,0.7793,0.7846,11.02,12.81,3.16,13.47,1.95,0.97,2.8,12.49,0,39.902251,-84.21941
171,DAY,2010.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,288.0,260.0,22.0,26.0,24635,24681,0.8428,0.7836,0.7888,10.34,13.47,3.56,13.12,1.66,0.66,2.92,12.57,0,39.902251,-84.21941
172,DAY,2011.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,385.0,360.0,29.0,30.0,23861,23868,0.8266,0.7919,0.7664,11.48,12.96,2.57,13.27,1.49,0.76,3.05,14.13,0,39.902251,-84.21941
173,DAY,2012.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,262.0,240.0,28.0,18.0,23185,23150,0.8314,0.8033,0.776,10.95,12.61,2.22,12.36,1.41,1.04,2.44,12.97,0,39.902251,-84.21941
174,DAY,2013.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,333.0,305.0,20.0,10.0,22095,22366,0.7947,0.7419,0.7479,13.32,13.46,3.27,15.85,1.37,1.07,2.86,15.1,4,39.902251,-84.21941
175,DAY,2014.0,AGL,MONTGOMERY,DAYTON,OH,Federalized/Commercial,428.0,404.0,27.0,13.0,20533,20524,0.7732,0.7349,0.7199,14.44,12.77,2.5,16.44,1.69,0.84,3.1,16.72,4,39.902251,-84.21941
176,DCA,2004.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,2349.0,2159.0,164.0,190.0,134223,134342,0.8238,0.7812,0.8254,10.11,14.0,3.97,12.8,4.07,1.06,3.09,10.02,3,38.851915999999996,-77.037699
177,DCA,2005.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,2855.0,2743.0,191.0,262.0,138576,138447,0.8128,0.7483,0.812,11.48,14.62,5.13,15.24,4.32,1.74,3.43,11.12,3,38.851915999999996,-77.037699
178,DCA,2006.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,2495.0,2411.0,182.0,298.0,137261,137325,0.8014,0.7245,0.7912,11.95,15.49,5.4,16.15,3.73,1.53,3.86,12.32,3,38.851915999999996,-77.037699
179,DCA,2007.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,3282.0,3119.0,212.0,212.0,135433,135603,0.7665,0.6801,0.7575,14.71,16.21,5.75,19.45,2.87,1.76,4.05,14.57,3,38.851915999999996,-77.037699
180,DCA,2008.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,2735.0,2623.0,191.0,136.0,135908,136051,0.8213,0.7474,0.8126,11.67,15.81,4.98,15.69,4.22,1.29,3.12,11.25,3,38.851915999999996,-77.037699
181,DCA,2009.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,1941.0,1817.0,159.0,237.0,133298,133540,0.8398,0.7676,0.8315,10.56,15.83,4.95,14.43,3.6,1.23,2.96,10.12,3,38.851915999999996,-77.037699
182,DCA,2010.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,3253.0,3132.0,155.0,168.0,133228,133440,0.8385,0.7749,0.8347,10.64,15.67,4.36,13.92,3.67,1.44,2.84,10.09,3,38.851915999999996,-77.037699
183,DCA,2011.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,2496.0,2367.0,151.0,285.0,138494,138864,0.7982,0.7353,0.8045,13.12,16.11,4.3,16.51,4.13,1.28,3.09,12.11,3,38.851915999999996,-77.037699
184,DCA,2012.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,1766.0,1690.0,125.0,189.0,140272,140686,0.8058,0.7397,0.8295,12.2,15.67,3.86,15.28,3.45,1.07,2.55,10.64,3,38.851915999999996,-77.037699
185,DCA,2013.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,1711.0,1621.0,148.0,169.0,142830,142923,0.7975,0.7158,0.8199,13.01,16.51,4.67,17.0,3.39,1.19,2.63,11.38,3,38.851915999999996,-77.037699
186,DCA,2014.0,AEA,ARLINGTON,WASHINGTON,DC,Public Use,2269.0,2167.0,130.0,175.0,139074,139259,0.7807,0.6936,0.8132,13.55,16.59,4.58,17.56,3.35,1.45,2.63,11.39,3,38.851915999999996,-77.037699
187,DEN,2004.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,1379.0,1503.0,254.0,232.0,278131,273449,0.8134,0.7687,0.8259,10.26,13.91,3.26,12.59,3.73,1.33,3.43,9.74,3,39.861667,-104.673167
188,DEN,2005.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,1975.0,2152.0,338.0,262.0,279946,275578,0.804,0.7617,0.8216,11.25,13.91,3.29,13.7,3.93,1.98,3.29,10.27,3,39.861667,-104.673167
189,DEN,2006.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,4413.0,4621.0,425.0,278.0,297895,294284,0.784,0.732,0.7907,12.8,14.51,3.92,15.81,3.64,2.15,4.07,12.04,3,39.861667,-104.673167
190,DEN,2007.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,3805.0,4134.0,456.0,282.0,306308,305681,0.7614,0.6819,0.7544,14.11,15.94,5.46,18.54,4.48,2.44,4.64,14.34,3,39.861667,-104.673167
191,DEN,2008.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,2725.0,2984.0,527.0,384.0,309021,308882,0.7753,0.7023,0.7658,12.84,15.65,4.6,16.56,4.79,2.22,4.3,13.29,3,39.861667,-104.673167
192,DEN,2009.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,2779.0,2978.0,522.0,564.0,302078,301936,0.7815,0.7174,0.7976,12.54,15.54,4.43,16.1,4.87,2.05,3.91,11.54,3,39.861667,-104.673167
193,DEN,2010.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,2457.0,2730.0,572.0,686.0,313514,313279,0.7968,0.7447,0.8219,11.42,14.34,3.47,14.14,4.23,2.06,2.99,10.58,3,39.861667,-104.673167
194,DEN,2011.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,2921.0,3104.0,539.0,648.0,313976,313459,0.7833,0.7313,0.8149,12.48,14.01,3.71,15.43,3.73,2.02,3.07,10.84,3,39.861667,-104.673167
195,DEN,2012.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,2000.0,2228.0,495.0,314.0,304100,304910,0.7748,0.7232,0.8112,12.86,13.55,3.32,15.48,2.9,2.06,2.68,10.88,3,39.861667,-104.673167
196,DEN,2013.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,2694.0,2898.0,461.0,727.0,287348,288563,0.72,0.6542,0.7532,16.43,14.76,4.34,20.01,2.3,2.45,3.87,14.92,3,39.861667,-104.673167
197,DEN,2014.0,ANM,DENVER,DENVER,CO,Federalized/Commercial,3140.0,3475.0,496.0,772.0,281772,282305,0.7168,0.6482,0.7582,16.64,15.0,4.36,20.28,2.86,1.98,3.84,15.16,3,39.861667,-104.673167
198,DFW,2004.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,5535.0,6147.0,589.0,1154.0,396314,394112,0.8051,0.7152,0.818,11.21,18.02,6.61,16.46,2.42,4.63,4.34,11.37,2,32.896828,-97.03799599999999
199,DFW,2005.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,4140.0,4541.0,582.0,889.0,350842,349641,0.7909,0.7238,0.8128,11.63,17.01,5.27,15.75,2.49,5.03,3.98,11.23,2,32.896828,-97.03799599999999
200,DFW,2006.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,5502.0,5839.0,551.0,1085.0,343597,342755,0.7606,0.6959,0.7891,13.47,16.77,5.2,17.5,2.02,4.1,3.84,12.71,2,32.896828,-97.03799599999999
201,DFW,2007.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,9372.0,9767.0,600.0,1948.0,337258,336365,0.7186,0.6556,0.7341,17.25,16.84,5.18,21.59,2.57,4.44,4.98,17.23,2,32.896828,-97.03799599999999
202,DFW,2008.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,7272.0,7716.0,635.0,1250.0,322443,321755,0.7479,0.693,0.7702,14.25,15.86,4.4,17.77,2.49,4.33,4.32,14.05,2,32.896828,-97.03799599999999
203,DFW,2009.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,5101.0,5435.0,651.0,1299.0,314983,314726,0.7542,0.7045,0.7958,14.64,15.43,4.04,17.79,2.72,3.68,3.73,13.06,2,32.896828,-97.03799599999999
204,DFW,2010.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,4507.0,4799.0,719.0,1234.0,321172,320558,0.7897,0.7456,0.8251,12.31,14.82,3.61,15.04,2.17,3.67,2.91,10.95,2,32.896828,-97.03799599999999
205,DFW,2011.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,6114.0,6403.0,764.0,1122.0,318711,317906,0.7924,0.7541,0.8304,12.2,14.35,3.26,14.56,1.9,3.32,2.86,11.05,2,32.896828,-97.03799599999999
206,DFW,2012.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,4980.0,5291.0,663.0,1125.0,319889,319208,0.7913,0.7512,0.8234,12.3,14.46,3.38,14.7,2.0,3.64,2.97,11.6,2,32.896828,-97.03799599999999
207,DFW,2013.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,7150.0,7467.0,707.0,1170.0,333290,331439,0.7457,0.6982,0.7884,15.05,14.67,3.57,17.85,2.21,4.21,3.55,13.99,2,32.896828,-97.03799599999999
208,DFW,2014.0,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,6830.0,7324.0,741.0,1164.0,334660,334397,0.7504,0.699,0.766,14.82,15.01,3.96,17.94,2.62,4.95,4.44,15.98,2,32.896828,-97.03799599999999
209,DTW,2004.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,2171.0,2315.0,252.0,190.0,252361,250939,0.8091,0.7363,0.8271,10.76,17.39,5.0,14.41,4.83,2.06,3.54,9.78,3,42.212444,-83.353389
210,DTW,2005.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,2513.0,2628.0,318.0,260.0,253845,252143,0.7487,0.6651,0.7947,14.04,17.9,5.39,18.32,4.72,2.36,3.28,12.24,3,42.212444,-83.353389
211,DTW,2006.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,1934.0,2067.0,265.0,163.0,232361,231634,0.7755,0.6902,0.789,12.29,17.89,5.2,16.43,5.16,2.29,3.94,12.27,3,42.212444,-83.353389
212,DTW,2007.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,4103.0,4484.0,355.0,307.0,228892,226666,0.7778,0.6483,0.7485,12.88,20.08,7.04,19.11,4.88,3.73,5.0,15.31,3,42.212444,-83.353389
213,DTW,2008.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,2583.0,2995.0,402.0,206.0,226840,225224,0.7995,0.7105,0.8029,11.99,19.78,5.65,16.63,4.27,2.88,3.51,12.53,3,42.212444,-83.353389
214,DTW,2009.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,1512.0,1954.0,424.0,207.0,211239,210518,0.8311,0.7286,0.8224,9.85,20.08,6.06,14.68,4.24,2.55,3.27,10.62,3,42.212444,-83.353389
215,DTW,2010.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,3149.0,3669.0,397.0,297.0,221903,220623,0.7825,0.6769,0.788,12.93,20.03,6.09,17.98,4.72,2.89,3.48,12.77,3,42.212444,-83.353389
